State,County,Date Detected,Bird Species
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
Maryland,Talbot,2025-01-30,American black duck
Maryland,Talbot,2025-01-30,Mallard
Maryland,Talbot,2025-01-30,Mallard
Maryland,Talbot,2025-01-30,Mallard
Maryland,Talbot,2025-01-30,Mallard
Maryland,Talbot,2025-01-30,Mallard
Maryland,Talbot,2025-01-30,Mallard
Maryland,Talbot,2025-01-30,Mallard
Maryland,Talbot,2025-01-30,Mallard
New Mexico,Socorro,2025-01-30,American wigeon
Ohio,Pickaway,2025-01-30,Mallard
New Mexico,Socorro,2025-01-29,American wigeon
New Mexico,Socorro,2025-01-29,American wigeon
New Mexico,Socorro,2025-01-29,American wigeon
New Mexico,Socorro,2025-01-29,American wigeon
New Mexico,Socorro,2025-01-29,American wigeon
Virginia,Surry,2025-01-29,Hooded merganser
Virginia,Surry,2025-01-29,Hooded merganser
Virginia,Surry,2025-01-29,Ring-necked duck
Virginia,Virginia Beach,2025-01-29,Gadwall
Kentucky,Ballard,2025-01-29,Green-winged teal
Kentucky,Ballard,2025-01-29,Mallard
Kentucky,Ballard,2025-01-29,Wood duck
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
Michigan,Jackson,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard/Black duck hybrid
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
New York,Warren,2025-01-28,Mallard
Pennsylvania,Clinton,2025-01-28,American black duck
Pennsylvania,Lancaster,2025-01-28,Mallard
Pennsylvania,Lancaster,2025-01-28,Wild hybrid duck (Anatidae)
Pennsylvania,Lancaster,2025-01-28,Mallard
Pennsylvania,Lancaster,2025-01-28,Mallard
Pennsylvania,Lancaster,2025-01-28,Mallard
Pennsylvania,Lancaster,2025-01-28,Mallard
Pennsylvania,Lancaster,2025-01-28,Mallard
Pennsylvania,Lancaster,2025-01-28,Mallard
Pennsylvania,Lancaster,2025-01-28,Green-winged teal
Pennsylvania,Lancaster,2025-01-28,Mallard
Colorado,Larimer,2025-01-28,Ring-necked duck
Colorado,Larimer,2025-01-28,Ring-necked duck
California,Alameda,2025-01-28,Canada goose
Pennsylvania,Lancaster,2025-01-27,Snow goose
Pennsylvania,Lancaster,2025-01-27,Mallard
Pennsylvania,Lancaster,2025-01-27,Mallard
Pennsylvania,Lancaster,2025-01-27,American black duck
Pennsylvania,Lancaster,2025-01-27,American black duck
Pennsylvania,Lancaster,2025-01-27,American black duck
Connecticut,New London,2025-01-27,Mallard
Connecticut,New London,2025-01-27,Mallard
Connecticut,New Haven,2025-01-27,American black duck
Massachusetts,Hampshire,2025-01-27,Canada goose
Massachusetts,Hampshire,2025-01-27,Canada goose
Kentucky,Ballard,2025-01-27,American wigeon
Arkansas,Yell,2025-01-27,Gadwall
Alaska,Matanuska-Susitna,2025-01-27,Mallard
Alaska,Matanuska-Susitna,2025-01-27,Mallard
Connecticut,New Haven,2025-01-27,American black duck
Connecticut,New Haven,2025-01-27,American wigeon
Delaware,Kent,2025-01-27,Green-winged teal
Delaware,Kent,2025-01-27,Green-winged teal
Delaware,Kent,2025-01-27,Green-winged teal
Massachusetts,Plymouth,2025-01-27,Mallard
Pennsylvania,Lancaster,2025-01-27,Mallard
Vermont,Rutland,2025-01-27,Mallard
Vermont,Rutland,2025-01-27,Mallard
Massachusetts,Hampden,2025-01-27,Canada goose
Connecticut,New Haven,2025-01-27,Mallard
Connecticut,New Haven,2025-01-27,Mallard
Connecticut,New Haven,2025-01-27,Ring-necked duck
Connecticut,New Haven,2025-01-27,American black duck
Connecticut,New Haven,2025-01-27,American black duck
Delaware,Kent,2025-01-27,Green-winged teal
Delaware,Kent,2025-01-27,Green-winged teal
Texas,Travis,2025-01-27,Duck (unidentified)
New York,Bronx,2025-01-27,Hooded merganser
Michigan,Roscommon,2025-01-27,Snowy owl
Michigan,Marquette,2025-01-27,Snowy owl
Michigan,Jackson,2025-01-27,Red-tailed hawk
Michigan,Washtenaw,2025-01-27,Canada goose
Michigan,Mackinac,2025-01-27,Bald eagle
Michigan,Eaton,2025-01-27,Bald eagle
Michigan,Eaton,2025-01-27,Bald eagle
Arizona,Mohave,2025-01-24,American wigeon
Louisiana,Jefferson,2025-01-24,Mallard
Tennessee,Obion,2025-01-24,Mallard
California,Solano,2025-01-24,Green-winged teal
Kentucky,Ballard,2025-01-24,Wood duck
Kentucky,Ballard,2025-01-24,Wood duck
Tennessee,Obion,2025-01-24,Green-winged teal
Mississippi,Issaquena,2025-01-24,Green-winged teal
Alabama,Limestone,2025-01-24,Gadwall
New York,Bronx,2025-01-24,Merganser (unidentified)
Alaska,Aleutians East,2025-01-24,Mallard
Alaska,Aleutians East,2025-01-24,Northern pintail
Alaska,Aleutians East,2025-01-24,Northern pintail
Alaska,Aleutians East,2025-01-24,Northern pintail
Colorado,Mesa,2025-01-24,Broad-winged hawk
New York,Bronx,2025-01-24,Merganser (unidentified)
Ohio,Stark,2025-01-24,Canada goose
Ohio,Stark,2025-01-24,Canada goose
Michigan,Roscommon,2025-01-24,Snowy owl
Michigan,Marquette,2025-01-24,Snowy owl
Michigan,Jackson,2025-01-24,Red-tailed hawk
Michigan,Washtenaw,2025-01-24,Canada goose
Michigan,Mackinac,2025-01-24,Bald eagle
North Carolina,Hyde,2025-01-23,Northern pintail
Wyoming,Goshen,2025-01-23,Mallard
Wyoming,Goshen,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Vermont,Rutland,2025-01-23,Mallard
Mississippi,Tallahatchie,2025-01-23,Wood duck
Utah,Box Elder,2025-01-23,Gadwall
Utah,Box Elder,2025-01-23,Northern shoveler
California,Solano,2025-01-22,Green-winged teal
Louisiana,Richland,2025-01-22,Blue-winged teal
Louisiana,Richland,2025-01-22,Blue-winged teal
Ohio,Muskingum,2025-01-22,Green-winged teal
West Virginia,Marion,2025-01-22,Canada goose
West Virginia,Marion,2025-01-22,Canada goose
West Virginia,Marion,2025-01-22,Canada goose
Louisiana,Richland,2025-01-22,Mallard
California,Solano,2025-01-22,Green-winged teal
California,Solano,2025-01-22,Green-winged teal
Arizona,Mohave,2025-01-22,American wigeon
New Jersey,Warren,2025-01-22,Snow goose
New Jersey,Warren,2025-01-22,Snow goose
New Jersey,Warren,2025-01-22,Snow goose
New Jersey,Warren,2025-01-22,Snow goose
Ohio,Muskingum,2025-01-22,Green-winged teal
Ohio,Muskingum,2025-01-22,Green-winged teal
Ohio,Muskingum,2025-01-22,Green-winged teal
Ohio,Muskingum,2025-01-22,Green-winged teal
Ohio,Muskingum,2025-01-22,Mallard
Ohio,Muskingum,2025-01-22,Mallard
Florida,Palm Beach,2025-01-21,Blue-winged teal
Florida,Palm Beach,2025-01-21,Northern pintail
Florida,Palm Beach,2025-01-21,Blue-winged teal
Ohio,Mercer,2025-01-21,Canada goose
Idaho,Gooding,2025-01-17,Mallard
Idaho,Gooding,2025-01-17,Canvasback
Wisconsin,Columbia,2025-01-17,Red-tailed hawk
Oregon,Lake,2025-01-16,American wigeon
Illinois,DeKalb,2025-01-16,Canada goose
Illinois,DeKalb,2025-01-16,Canada goose
Illinois,Bureau,2025-01-16,Canada goose
Illinois,Bureau,2025-01-16,Canada goose
Illinois,Boone,2025-01-16,Canada goose
Illinois,Lake,2025-01-16,Canada goose
Illinois,Lake,2025-01-16,Mallard
Illinois,Lake,2025-01-16,Hooded merganser
Illinois,McHenry,2025-01-16,Mallard
Illinois,McHenry,2025-01-16,Sandhill crane
Illinois,McHenry,2025-01-16,Sandhill crane
Illinois,McHenry,2025-01-16,Canada goose
Illinois,McHenry,2025-01-16,Canada goose
Illinois,Stephenson,2025-01-16,Canada goose
Illinois,Stephenson,2025-01-16,Canada goose
Mississippi,Tallahatchie,2025-01-16,Wood duck
Arkansas,Lonoke,2025-01-16,Mallard
Tennessee,Gibson,2025-01-16,Mallard
Idaho,Gooding,2025-01-16,Mallard
North Carolina,Hyde,2025-01-16,Ring-necked duck
North Carolina,Hyde,2025-01-16,Ring-necked duck
North Carolina,Hyde,2025-01-16,Green-winged teal
Alabama,Limestone,2025-01-16,Green-winged teal
Alabama,Limestone,2025-01-16,American wigeon
Iowa,Cherokee,2025-01-16,Canada goose
Washington,Grant,2025-01-16,Northern pintail
Virginia,Virginia Beach,2025-01-16,Green-winged teal
New Jersey,Salem,2025-01-16,Snow goose
New Jersey,Salem,2025-01-16,Snow goose
New Jersey,Salem,2025-01-16,Snow goose
Missouri,Saline,2025-01-16,Mallard
Missouri,Boone,2025-01-16,Canada goose
Idaho,Gooding,2025-01-16,Mallard
Arkansas,Prairie,2025-01-16,Mallard
Alabama,Limestone,2025-01-16,Snow goose
North Carolina,Hyde,2025-01-16,American wigeon
North Carolina,Hyde,2025-01-16,Green-winged teal
North Carolina,Hyde,2025-01-16,Green-winged teal
North Carolina,Hyde,2025-01-16,Green-winged teal
North Carolina,Hyde,2025-01-16,Northern shoveler
North Carolina,Hyde,2025-01-16,Green-winged teal
North Carolina,Tyrrell,2025-01-16,Green-winged teal
North Carolina,Hyde,2025-01-16,Snow goose
North Carolina,Hyde,2025-01-16,Snow goose
North Carolina,Hyde,2025-01-16,Snow goose
North Carolina,Hyde,2025-01-16,American wigeon
North Carolina,Hyde,2025-01-16,American wigeon
Tennessee,Humphreys,2025-01-16,Mallard
Tennessee,Humphreys,2025-01-16,Snow goose
Tennessee,Humphreys,2025-01-16,Snow goose
Tennessee,Humphreys,2025-01-16,Snow goose
Tennessee,Humphreys,2025-01-16,Snow goose
Tennessee,Humphreys,2025-01-16,Snow goose
Tennessee,Humphreys,2025-01-16,Snow goose
Tennessee,Humphreys,2025-01-16,Greater white-fronted goose
Tennessee,Gibson,2025-01-16,Wood duck
Tennessee,Obion,2025-01-16,Mallard
Utah,Box Elder,2025-01-16,American wigeon
Alabama,Limestone,2025-01-16,Gadwall
Illinois,Tazewell,2025-01-16,Canada goose
Wyoming,Sheridan,2025-01-16,Great horned owl
New York,Putnam,2025-01-15,Canada goose
Wisconsin,Dane,2025-01-13,Herring gull
Missouri,Saline,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Northern pintail
Arizona,La Paz,2025-01-13,Northern pintail
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,American wigeon
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Arizona,La Paz,2025-01-13,Mallard
Wisconsin,Dane,2025-01-13,American crow
South Carolina,Colleton,2025-01-10,Lesser scaup
South Carolina,Colleton,2025-01-10,Lesser scaup
Washington,Grant,2025-01-10,American wigeon
Washington,Clark,2025-01-10,Green-winged teal
Washington,Clark,2025-01-10,Green-winged teal
Washington,Clark,2025-01-10,American wigeon
Washington,Clark,2025-01-10,American wigeon
South Carolina,Colleton,2025-01-10,Gadwall
Washington,Clark,2025-01-10,Greater scaup
Washington,Grant,2025-01-10,American wigeon
Washington,Grant,2025-01-10,American wigeon
Washington,Grant,2025-01-10,Mallard
Washington,Grant,2025-01-10,Mallard
Washington,Grant,2025-01-10,Mallard
South Carolina,Colleton,2025-01-10,Green-winged teal
South Carolina,Colleton,2025-01-10,Wood duck
South Carolina,Colleton,2025-01-10,American wigeon
Washington,Clark,2025-01-10,Lesser scaup
Oregon,Lake,2025-01-10,American wigeon
Arizona,La Paz,2025-01-10,American wigeon
Arizona,La Paz,2025-01-10,American wigeon
Washington,Franklin,2025-01-10,House sparrow
Washington,Franklin,2025-01-10,European starling
Washington,Franklin,2025-01-10,European starling
Washington,Franklin,2025-01-10,House sparrow
Washington,Franklin,2025-01-10,House sparrow
Washington,Franklin,2025-01-10,House sparrow
Washington,Franklin,2025-01-10,House sparrow
Washington,Franklin,2025-01-10,House sparrow
Washington,Franklin,2025-01-10,House sparrow
Washington,Franklin,2025-01-10,Rock pigeon
Washington,Franklin,2025-01-10,European starling
Texas,Jefferson,2025-01-08,Green-winged teal
Texas,Jefferson,2025-01-08,Blue-winged teal
Montana,Big Horn,2025-01-08,Mallard
Montana,Big Horn,2025-01-08,Common goldeneye
Iowa,Sioux,2025-01-08,House sparrow
Iowa,O'Brien,2025-01-08,House sparrow
Iowa,O'Brien,2025-01-08,House sparrow
Iowa,Sioux,2025-01-08,House sparrow
Iowa,O'Brien,2025-01-08,House sparrow
Iowa,O'Brien,2025-01-08,House sparrow
Utah,Box Elder,2025-01-08,Green-winged teal
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Northampton,2025-01-06,Snow goose
Pennsylvania,Lehigh,2025-01-06,Snow goose
Ohio,Ottawa,2025-01-06,American black duck
Ohio,Ottawa,2025-01-06,American black duck
New York,St. Lawrence,2025-01-06,Bald eagle
Virginia,Norfolk,2025-01-06,Peregrine falcon
Virginia,Mathews,2025-01-06,Horned grebe
Virginia,Middlesex,2025-01-06,Horned grebe
Virginia,Northumberland,2025-01-06,Horned grebe
Virginia,Mathews,2025-01-06,Horned grebe
California,Siskiyou,2025-01-06,Red-tailed hawk
Arkansas,Prairie,2025-01-03,Northern pintail
Arkansas,Prairie,2025-01-03,Mallard
Virginia,Essex,2025-01-03,Mallard
Minnesota,Mille Lacs,2025-01-03,Trumpeter swan
California,Los Angeles,2025-01-03,Canada goose
Montana,Jefferson,2025-01-03,Trumpeter swan
New York,Clinton,2025-01-03,Great horned owl
California,San Francisco,2025-01-03,Red-tailed hawk
New York,Albany,2025-01-03,American crow
Alabama,Jackson,2025-01-02,Greater white-fronted goose
Mississippi,Lafayette,2025-01-02,Snow goose
Mississippi,Panola,2025-01-02,Snow goose
Mississippi,Marshall,2025-01-02,Ross's goose
Oregon,Columbia,2025-01-02,American wigeon
Montana,Big Horn,2025-01-02,Mallard
Washington,Clark,2025-01-02,Bufflehead
Montana,Big Horn,2025-01-02,Mallard
Illinois,McHenry,2025-01-02,Canada goose
Illinois,McHenry,2025-01-02,Canada goose
Illinois,McHenry,2025-01-02,Canada goose
Illinois,McHenry,2025-01-02,Canada goose
Texas,Jefferson,2025-01-02,Green-winged teal
Texas,Jefferson,2025-01-02,Green-winged teal
Texas,Jefferson,2025-01-02,Gadwall
New York,Jefferson,2025-01-02,Greater scaup
New York,Jefferson,2025-01-02,Greater scaup
New York,Jefferson,2025-01-02,Greater scaup
New York,Jefferson,2025-01-02,Greater scaup
Tennessee,Tipton,2025-01-02,Snow goose
South Carolina,Colleton,2025-01-02,Wood duck
South Carolina,Colleton,2025-01-02,Green-winged teal
South Carolina,Colleton,2025-01-02,Green-winged teal
South Carolina,Colleton,2025-01-02,Northern shoveler
Tennessee,Dyer,2025-01-02,Snow goose
Tennessee,Gibson,2025-01-02,Mallard
South Carolina,Colleton,2025-01-02,Green-winged teal
Tennessee,Gibson,2025-01-02,Mallard
Tennessee,Gibson,2025-01-02,Mallard
Tennessee,Lauderdale,2025-01-02,Snow goose
Alabama,Barbour,2025-01-02,Wood duck
Alabama,Barbour,2025-01-02,Green-winged teal
Alabama,Barbour,2025-01-02,Green-winged teal
Virginia,Surry,2025-01-02,Redhead duck
Virginia,Surry,2025-01-02,Mallard
Virginia,Surry,2025-01-02,Ring-necked duck
Virginia,Surry,2025-01-02,Mallard
Virginia,Surry,2025-01-02,Mallard
Virginia,Surry,2025-01-02,Mallard
Virginia,Surry,2025-01-02,Ring-necked duck
Virginia,Surry,2025-01-02,American black duck
Virginia,Henrico,2025-01-02,Mallard
Virginia,Henrico,2025-01-02,Wood duck
Virginia,Henrico,2025-01-02,Wood duck
Virginia,Henrico,2025-01-02,Wood duck
Virginia,Henrico,2025-01-02,Wood duck
Virginia,Henrico,2025-01-02,Wood duck
Virginia,Henrico,2025-01-02,Green-winged teal
Virginia,Henrico,2025-01-02,Northern shoveler
Virginia,Henrico,2025-01-02,Mallard
Virginia,Henrico,2025-01-02,Green-winged teal
Virginia,Henrico,2025-01-02,Green-winged teal
Virginia,Henrico,2025-01-02,Mallard
Virginia,Virginia Beach,2025-01-02,Green-winged teal
Virginia,Virginia Beach,2025-01-02,Green-winged teal
Virginia,Virginia Beach,2025-01-02,Green-winged teal
Virginia,Virginia Beach,2025-01-02,Green-winged teal
Virginia,King William,2025-01-02,Mallard
Virginia,King William,2025-01-02,Mallard
Kansas,Wabaunsee,2025-01-02,Green-winged teal
Kansas,Wabaunsee,2025-01-02,Green-winged teal
Kansas,Wabaunsee,2025-01-02,Gadwall
Kansas,Wabaunsee,2025-01-02,Mallard
Kansas,Wabaunsee,2025-01-02,Mallard
Kansas,Wabaunsee,2025-01-02,Mallard
Kansas,Wabaunsee,2025-01-02,Mallard
Kansas,Wabaunsee,2025-01-02,Mallard
Kansas,Wabaunsee,2025-01-02,Mallard
Kansas,Wabaunsee,2025-01-02,Mallard
Kansas,Wabaunsee,2025-01-02,Mallard
Washington,Skagit,2025-01-02,Mallard
Washington,Skagit,2025-01-02,Mallard
Colorado,Bent,2025-01-02,Snow goose
Mississippi,Leflore,2024-12-31,Gadwall
Mississippi,Leflore,2024-12-31,Mallard
Mississippi,Leflore,2024-12-31,Mallard
Mississippi,Leflore,2024-12-31,Mallard
Mississippi,Leflore,2024-12-31,Mallard
Mississippi,Tallahatchie,2024-12-31,Green-winged teal
