County,State,Outbreak Date,Flock Type,Flock Size,State Abbrev,fips,lng,lat
Mercer,Ohio,01-29-2025,Commercial Turkey Meat Bird,9000,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,01-29-2025,Commercial Turkey Meat Bird,20100,OH,39107,-84.62929783,40.54030771
Darke,Ohio,01-29-2025,Commercial Turkey Meat Bird,9700,OH,39037,-84.61945793,40.13381861
Madera,California,01-29-2025,Commercial Duck Meat Bird,18600,CA,6039,-119.7624357,37.21825802
Mcdonald,Missouri,01-28-2025,Commercial Broiler Breeder,18300,MO,,,
Shelby,Indiana,01-28-2025,WOAH Non-Poultry,60,IN,18145,-85.79146519,39.52312646
Kent,Delaware,01-28-2025,Commercial Broiler Production,145800,DE,10001,-75.56844621,39.08639126
Newton,Missouri,01-28-2025,Commercial Turkey Meat Bird,14300,MO,29145,-94.33946172,36.90518568
Sampson,North Carolina,01-28-2025,Commercial Turkey Breeder Hens,24100,NC,37163,-78.37163083,34.99203592
Jackson,Indiana,01-28-2025,Commercial Table Egg Layer,2633900,IN,18071,-86.03756074,38.90634215
Lehigh,Pennsylvania,01-28-2025,WOAH Poultry,48000,PA,42077,-75.59214444,40.61280627
Kearney,Nebraska,01-27-2025,WOAH Non-Poultry,90,NE,31099,-98.94803186,40.50675437
Mercer,Ohio,01-27-2025,Commercial Turkey Meat Bird,12600,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,01-27-2025,Commercial Turkey Meat Bird,5100,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,01-27-2025,Commercial Turkey Meat Bird,9300,OH,39107,-84.62929783,40.54030771
Ulster,New York,01-27-2025,WOAH Non-Poultry,60,NY,36111,-74.25878826,41.888126
Pinal,Arizona,01-27-2025,Commercial Table Egg Layer,316600,AZ,4021,-111.34488,32.90415087
Mercer,Ohio,01-27-2025,Commercial Duck Meat Bird,12600,OH,39107,-84.62929783,40.54030771
Adams,Indiana,01-27-2025,Commercial Turkey Meat Bird,19900,IN,18001,-84.93658249,40.7457744
Sampson,North Carolina,01-27-2025,Commercial Turkey Breeder Replacement Hens,1900,NC,37163,-78.37163083,34.99203592
Hancock,Maine,01-27-2023,WOAH Non-Poultry,40,ME,23009,-68.35862848,44.64373173
De Soto,Florida,01-26-2024,WOAH Non-Poultry,660,FL,,,
Daviess,Indiana,01-25-2024,Commercial Turkey Meat Bird,13100,IN,18027,-87.07197336,38.70229994
Kennebec,Maine,01-25-2024,WOAH Non-Poultry,40,ME,23011,-69.76757384,44.40901704
Suffolk,New York,01-25-2023,WOAH Non-Poultry,10,NY,36103,-72.84423227,40.87024178
Buena Vista,Iowa,01-25-2023,Commercial Turkey Meat Bird,27700,IA,19021,-95.15100162,42.73545875
Rowan,North Carolina,01-25-2023,WOAH Non-Poultry,2,NC,37159,-80.52501519,35.64030608
Rockingham,Virginia,01-25-2023,Commercial Turkey Meat Bird,11100,VA,51165,-78.87581609,38.51221007
Polk,Oregon,01-25-2023,WOAH Non-Poultry,20,OR,41053,-123.4132525,44.90338514
Franklin,Washington,01-24-2025,Commercial Table Egg Layer,307800,WA,53021,-118.8984754,46.5350455
Wadena,Minnesota,01-24-2025,Commercial Turkey Meat Bird,275600,MN,27159,-94.9700148,46.5856535
Mcdonald,Missouri,01-24-2025,Primary Broiler Breeder Pedigree Farm,650,MO,,,
Darke,Ohio,01-24-2025,Commercial Turkey Meat Bird,22300,OH,39037,-84.61945793,40.13381861
Allen,Indiana,01-24-2025,WOAH Poultry,26100,IN,18003,-85.06652248,41.0912565
Windsor,Vermont,01-24-2025,WOAH Non-Poultry,20,VT,50027,-72.58619896,43.57967872
Newton,Missouri,01-24-2025,Commercial Table Egg Layer,1149400,MO,29145,-94.33946172,36.90518568
Washington,Rhode Island,01-24-2025,WOAH Non-Poultry,50,RI,44009,-71.62328128,41.46943509
Mercer,Ohio,01-24-2025,Commercial Turkey Meat Bird,18500,OH,39107,-84.62929783,40.54030771
Plymouth,Massachusetts,01-24-2025,WOAH Non-Poultry,30,MA,25023,-70.81296132,41.95331777
Mercer,Ohio,01-24-2025,Commercial Turkey Meat Bird,5100,OH,39107,-84.62929783,40.54030771
Cleveland,Arkansas,01-24-2025,Commercial Broiler Breeder,19500,AR,5025,-92.18489948,33.89823609
New Haven,Connecticut,01-24-2025,WOAH Non-Poultry,30,CT,9009,-72.93235204,41.41072833
Darke,Ohio,01-24-2025,Commercial Table Egg Layer,1818000,OH,39037,-84.61945793,40.13381861
Orange,Florida,01-24-2025,WOAH Non-Poultry,1,FL,12095,-81.32311592,28.51429239
Mercer,Ohio,01-24-2025,Commercial Turkey Meat Bird,9500,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,01-24-2025,Commercial Turkey Meat Bird,19600,OH,39107,-84.62929783,40.54030771
Putnam,New York,01-23-2025,WOAH Non-Poultry,60,NY,36079,-73.74940843,41.42650368
Yolo,California,01-23-2025,WOAH Non-Poultry,6,CA,6113,-121.9015118,38.68648941
Mercer,Ohio,01-23-2025,Commercial Table Egg Layer,1468900,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,01-23-2025,Commercial Turkey Meat Bird,11200,OH,39107,-84.62929783,40.54030771
Darke,Ohio,01-23-2025,Commercial Table Egg Pullets,349200,OH,39037,-84.61945793,40.13381861
Mercer,Ohio,01-23-2025,Commercial Table Egg Layer,85000,OH,39107,-84.62929783,40.54030771
Edmunds,South Dakota,01-23-2024,Commercial Upland Gamebird Producer,22200,SD,46045,-99.21540939,45.41847898
Belknap,New Hampshire,01-23-2023,WOAH Non-Poultry,40,NH,33001,-71.4226598,43.51832231
Cleveland,Arkansas,01-22-2025,Commercial Broiler Production,106900,AR,5025,-92.18489948,33.89823609
Dorchester,Maryland,01-22-2025,Commercial Broiler Production,143900,MD,24019,-76.02355952,38.46896686
Lawrence,Missouri,01-22-2025,Commercial Turkey Meat Bird,52400,MO,29109,-93.83291444,37.10627971
Newton,Missouri,01-22-2025,Commercial Turkey Meat Bird,23000,MO,29145,-94.33946172,36.90518568
Newton,Missouri,01-22-2025,Commercial Turkey Meat Bird,21300,MO,29145,-94.33946172,36.90518568
Jasper,Missouri,01-22-2025,Commercial Turkey Meat Bird,49400,MO,29097,-94.34047486,37.20351967
Cook,Illinois,01-22-2025,WOAH Poultry,500,IL,17031,-87.81698762,41.84005007
Orangeburg,South Carolina,01-22-2024,WOAH Non-Poultry,40,SC,45075,-80.80086358,33.43921301
Mitchell,Kansas,01-22-2024,Commercial Upland Gamebird Producer,5800,KS,20123,-98.20900663,39.39334518
Accomack,Virginia,01-21-2025,Commercial Broiler Production,441000,VA,51001,-75.63628772,37.76647217
Caroline,Maryland,01-21-2025,Commercial Broiler Production,108400,MD,24011,-75.83180727,38.87198968
Elbert,Georgia,01-21-2025,Commercial Broiler Production,130400,GA,13105,-82.83992664,34.11635114
Newton,Missouri,01-21-2025,Commercial Table Egg Layer,1175800,MO,29145,-94.33946172,36.90518568
Umatilla,Oregon,01-21-2025,WOAH Non-Poultry,50,OR,41059,-118.736681,45.59148273
Larimer,Colorado,01-20-2023,WOAH Non-Poultry,70,CO,8069,-105.4615545,40.6665145
Weakley,Tennessee,01-20-2023,Commercial Broiler Production,267800,TN,47183,-88.71817942,36.29822836
Snohomish,Washington,01-19-2023,WOAH Non-Poultry,20,WA,53061,-121.6977603,48.04772437
El Dorado,California,01-19-2023,WOAH Non-Poultry,20,CA,6017,-120.5247066,38.77888901
Rockingham,Virginia,01-19-2023,Commercial Turkey Meat Bird,25300,VA,51165,-78.87581609,38.51221007
Merced,California,01-18-2024,Commercial Table Egg Pullets,285600,CA,6047,-120.7175058,37.19189197
Lampasas,Texas,01-18-2023,WOAH Poultry,70,TX,48281,-98.2416756,31.19624807
Licking,Ohio,01-18-2023,WOAH Non-Poultry,30,OH,39089,-82.48290477,40.09170112
Suffolk,New York,01-17-2025,Commercial Duck Meat Bird,101000,NY,36103,-72.84423227,40.87024178
Jay,Indiana,01-17-2025,Commercial Turkey Meat Bird,18800,IN,18075,-85.00574703,40.43780769
Darke,Ohio,01-17-2025,Commercial Table Egg Pullets,200000,OH,39037,-84.61945793,40.13381861
Darke,Ohio,01-17-2025,Commercial Table Egg Layer,103200,OH,39037,-84.61945793,40.13381861
Elbert,Georgia,01-17-2025,Commercial Broiler Breeder,45500,GA,13105,-82.83992664,34.11635114
Horry,South Carolina,01-17-2024,WOAH Non-Poultry,190,SC,45051,-78.99657939,33.92139357
Mitchell,Kansas,01-17-2023,Commercial Upland Gamebird Producer,6900,KS,20123,-98.20900663,39.39334518
Mercer,Ohio,01-16-2025,Commercial Table Egg Layer,1432000,OH,39107,-84.62929783,40.54030771
Dakota,Minnesota,01-16-2025,Commercial Turkey Meat Bird,79900,MN,27037,-93.06556878,44.67245057
Greene,Tennessee,01-16-2025,WOAH Non-Poultry,30,TN,47059,-82.84564638,36.17587226
Riverside,California,01-16-2025,Commercial Table Egg Pullets,208200,CA,6065,-115.9939021,33.74329781
Jay,Indiana,01-16-2025,Commercial Table Egg Layer,353300,IN,18075,-85.00574703,40.43780769
Queen Anne's,Maryland,01-16-2025,Commercial Broiler Production,146900,MD,24035,-76.0237387,39.06631908
Wayne,Michigan,01-16-2025,WOAH Non-Poultry,120,MI,26163,-83.28221321,42.28172038
Barnstable,Massachusetts,01-16-2024,WOAH Non-Poultry,150,MA,25001,-70.2898624,41.7232979
Mitchell,Kansas,01-16-2024,WOAH Poultry,220,KS,20123,-98.20900663,39.39334518
Cascade,Montana,01-16-2024,WOAH Non-Poultry,50,MT,30013,-111.3474099,47.30823753
Spink,South Dakota,01-16-2024,Commercial Raised for Release Upland Game Bird,1900,SD,46115,-98.34623659,44.93824835
Owyhee,Idaho,01-15-2025,WOAH Non-Poultry,30,ID,16073,-116.1698327,42.58161924
Darke,Ohio,01-15-2025,Commercial Turkey Meat Bird,15800,OH,39037,-84.61945793,40.13381861
Mercer,Ohio,01-15-2025,Commercial Turkey Meat Bird,10400,OH,39107,-84.62929783,40.54030771
Darke,Ohio,01-15-2025,Commercial Turkey Meat Bird,5300,OH,39037,-84.61945793,40.13381861
Darke,Ohio,01-15-2025,Commercial Turkey Meat Bird,5300,OH,39037,-84.61945793,40.13381861
New London,Connecticut,01-15-2025,WOAH Non-Poultry,20,CT,9011,-72.10232387,41.48708483
Caroline,Maryland,01-14-2025,Commercial Broiler Production,228300,MD,24011,-75.83180727,38.87198968
Darke,Ohio,01-14-2025,Commercial Turkey Meat Bird,9900,OH,39037,-84.61945793,40.13381861
Orange,Florida,01-14-2025,Live Bird Market,1300,FL,12095,-81.32311592,28.51429239
Hillsborough,Florida,01-14-2025,Live Bird Market,280,FL,12057,-82.30867294,27.92948052
Newton,Missouri,01-14-2025,Commercial Table Egg Layer,1585100,MO,29145,-94.33946172,36.90518568
Mercer,Ohio,01-14-2025,Commercial Turkey Meat Bird,4500,OH,39107,-84.62929783,40.54030771
Phillips,Kansas,01-13-2025,WOAH Non-Poultry,60,KS,20147,-99.34669372,39.78462799
Culebra,Puerto Rico,01-13-2025,WOAH Poultry,380,PR,,,
Tehama,California,01-12-2023,WOAH Poultry,23700,CA,6103,-122.2338547,40.12559985
Mitchell,Kansas,01-11-2024,Commercial Raised for Release Upland Game Bird,1400,KS,20123,-98.20900663,39.39334518
Douglas,Oregon,01-11-2023,WOAH Non-Poultry,0,OR,41019,-123.1658435,43.2796987
Gregory,South Dakota,01-10-2025,WOAH Non-Poultry,90,SD,46053,-99.18590693,43.19247936
Mitchell,Kansas,01-10-2024,Commercial Upland Gamebird Producer,3700,KS,20123,-98.20900663,39.39334518
Sherburne,Minnesota,01-10-2024,WOAH Non-Poultry,10,MN,27141,-93.77496918,45.44403172
York,Maine,01-10-2024,WOAH Non-Poultry,60,ME,23031,-70.7143165,43.47829059
Mitchell,Kansas,01-10-2024,Commercial Upland Gamebird Producer,32000,KS,20123,-98.20900663,39.39334518
Cascade,Montana,01-10-2023,WOAH Non-Poultry,10,MT,30013,-111.3474099,47.30823753
Canyon,Idaho,01-09-2025,WOAH Non-Poultry,50,ID,16027,-116.7092162,43.6251769
Oakland,Michigan,01-09-2025,WOAH Non-Poultry,100,MI,26125,-83.38594391,42.66090645
Brazoria,Texas,01-09-2025,WOAH Non-Poultry,90,TX,48039,-95.45158629,29.18949785
Kent,Delaware,01-09-2025,Commercial Broiler Production,194800,DE,10001,-75.56844621,39.08639126
Darke,Ohio,01-09-2025,Commercial Turkey Meat Bird,21100,OH,39037,-84.61945793,40.13381861
Clayton,Georgia,01-09-2025,WOAH Non-Poultry,10,GA,13063,-84.35751271,33.54043935
Union,Oregon,01-09-2025,WOAH Poultry,380,OR,41061,-118.0093556,45.31039084
Burnet,Texas,01-09-2025,WOAH Non-Poultry,10,TX,48053,-98.18244138,30.78852336
Scotts Bluff,Nebraska,01-09-2023,WOAH Non-Poultry,7,NE,31157,-103.7084612,41.85095717
Sonoma,California,01-09-2023,WOAH Non-Poultry,6,CA,6097,-122.8872965,38.52842052
Sonoma,California,01-09-2023,WOAH Non-Poultry,20,CA,6097,-122.8872965,38.52842052
San Joaquin,California,01-09-2023,WOAH Non-Poultry,10,CA,6077,-121.2712102,37.9345275
Perry,Missouri,01-08-2025,WOAH Non-Poultry,20,MO,29157,-89.82456269,37.70718892
Darke,Ohio,01-08-2025,Commercial Table Egg Layer,245300,OH,39037,-84.61945793,40.13381861
Arapahoe,Colorado,01-08-2024,WOAH Non-Poultry,20,CO,8005,-104.3385011,39.649919
Merced,California,01-08-2024,WOAH Non-Poultry,30,CA,6047,-120.7175058,37.19189197
Sacramento,California,01-08-2024,WOAH Non-Poultry,30,CA,6067,-121.3445212,38.44881725
Palm Beach,Florida,01-07-2025,WOAH Non-Poultry,4,FL,12099,-80.46503899,26.64741122
Hyde,North Carolina,01-07-2025,Commercial Table Egg Layer,3314900,NC,37095,-76.24647047,35.51917533
Hanson,South Dakota,01-07-2025,WOAH Non-Poultry,50,SD,46061,-97.78704306,43.67458361
Jay,Indiana,01-07-2025,Commercial Turkey Meat Bird,20300,IN,18075,-85.00574703,40.43780769
Clinton,Iowa,01-07-2025,WOAH Non-Poultry,40,IA,19045,-90.53221937,41.89809865
Olmsted,Minnesota,01-06-2025,WOAH Non-Poultry,120,MN,27109,-92.40209709,44.00380771
Thurston,Washington,01-06-2023,WOAH Non-Poultry,120,WA,53067,-122.8330654,46.92672896
Weld,Colorado,01-06-2023,WOAH Non-Poultry,40,CO,8123,-104.3930144,40.55487277
Washburn,Wisconsin,01-05-2024,Commercial Turkey Meat Bird,41000,WI,55129,-91.79131495,45.89909725
Codington,South Dakota,01-05-2023,WOAH Poultry,140,SD,46029,-97.18860384,44.97790512
Ottawa,Michigan,01-04-2025,Commercial Turkey Meat Bird,55200,MI,26139,-85.9964531,42.95990607
Kent,Delaware,01-04-2025,Commercial Broiler Production,125000,DE,10001,-75.56844621,39.08639126
Ottawa,Michigan,01-04-2025,Commercial Turkey Meat Bird,47000,MI,26139,-85.9964531,42.95990607
Rice,Kansas,01-04-2024,Commercial Table Egg Pullets,240000,KS,20159,-98.20053402,38.34721983
Johnson,Missouri,01-04-2023,WOAH Non-Poultry,30,MO,29101,-93.80588795,38.74399152
Anderson,Kansas,01-04-2023,Commercial Upland Gamebird Producer,8900,KS,20003,-95.29324204,38.21396508
Josephine,Oregon,01-04-2023,WOAH Non-Poultry,30,OR,41033,-123.5552595,42.36551155
Pocahontas,West Virginia,01-03-2025,WOAH Poultry,9,WV,54075,-80.00762338,38.33190977
Canyon,Idaho,01-03-2025,WOAH Non-Poultry,20,ID,16027,-116.7092162,43.6251769
Sharp,Arkansas,01-03-2025,WOAH Non-Poultry,20,AR,5135,-91.47928351,36.16124847
Canyon,Idaho,01-03-2025,WOAH Non-Poultry,70,ID,16027,-116.7092162,43.6251769
Butte,California,01-03-2025,Commercial Raised for Release Upland Game Bird,44700,CA,6007,-121.6008508,39.66681952
Canyon,Idaho,01-03-2025,WOAH Non-Poultry,20,ID,16027,-116.7092162,43.6251769
Canyon,Idaho,01-03-2025,WOAH Non-Poultry,20,ID,16027,-116.7092162,43.6251769
Stanislaus,California,01-03-2025,Commercial Broiler Production,236100,CA,6099,-120.9979524,37.55851635
Merced,California,01-03-2024,Commercial Broiler Production,534800,CA,6047,-120.7175058,37.19189197
Merced,California,01-03-2024,Commercial Table Egg Layer,764300,CA,6047,-120.7175058,37.19189197
Sonoma,California,01-03-2024,Commercial Broiler Production,77900,CA,6097,-122.8872965,38.52842052
Stanislaus,California,01-02-2025,Commercial Table Egg Layer,75200,CA,6099,-120.9979524,37.55851635
